Ti,Ni,Cu,Hf,Co,Zr,Pd,Ta,Nb,Al,热加工温度/℃,热加工率/%,一级处理温度/℃,一级处理时间/min,冷却方式,冷加工温度/℃,冷加工率/%,二级处理温度/℃,二级处理时间/min,冷却方式,应力 /Mpa,Ms/℃,Mp,Mf,As,Ap,Af,hysteresis,method,总应变,应变回复率,workout J/cm3,ref,label,备注,,,,
29.2,50.2,,20.3,,0.4,,,,,,,470,162,WQ,,,,,,0,85,,51.6,101,,126,,0,0,0,0,2,,,,,,
29.2,50.2,,20.3,,0.4,,,,,,,,,,,,,,,400,115,,85,112,,160,,0,0.74,100,2.96,2,,,,,,
23.2,48.7,0,23.4,0,0,0,4.7,0,0,,,510,396,WQ,,,,,,0,388.2,,,,,,,0,0,0,0,3,,,,,,
23.2,48.7,0,23.4,0,0,0,4.7,0,0,,,510,396,WQ,,,,,,200,398,,,,,,,2,0,0,0,3,,,,,,
23.2,48.7,0,23.4,0,0,0,4.7,0,0,,,510,396,WQ,,,,,,400,408,,,,,,,2,0,0,0,3,,,,,,
23.2,48.7,0,23.4,0,0,0,4.7,0,0,,,510,396,WQ,,,,,,600,518,,,,,,,2,0,0,0,3,,,,,,
23.2,48.7,0,23.4,0,0,0,4.7,0,0,,,1000,120,WQ,,,,,,0,377,,,,,,,0,0,0,0,3,,,,,,
23.2,48.7,0,23.4,0,0,0,4.7,0,0,,,1000,120,WQ,,,,,,200,400,,,,,,,2,0.6,91,1.1,3,,,,,,
23.2,48.7,0,23.4,0,0,0,4.7,0,0,,,1000,120,WQ,,,,,,400,410,,,,,,,2,1.1,100,4.4,3,,,,,,
23.2,48.7,0,23.4,0,0,0,4.7,0,0,,,1000,120,WQ,,,,,,600,420,,,,,,,2,2.1,95,12,3,,,,,,
24.9,44.1,0,16.8,0,1.3,0,9.6,3.3,0,,,1000,120,WQ,,,,,,0,288.2,,,,,,,0,0,0,0,3,,,,,,
24.9,44.1,0,16.8,0,1.3,0,9.6,3.3,0,,,,,,0,55,780,6,AC,200,215,,,,,,,0,0.7,100,1.4,3,,,,,,
24.9,44.1,0,16.8,0,1.3,0,9.6,3.3,0,,,,,,0,55,780,6,AC,450,240,,,,,,,0,3,55,7.43,3,,,,,,
24.9,44.1,0,16.8,0,1.3,0,9.6,3.3,0,,,,,,0,55,780,6,AC,700,290,,,,,,,0,3.5,0,0,3,,,,,,
24.9,44.1,0,16.8,0,1.3,0,9.6,3.3,0,,,,,,0,55,680,6,AC,200,160,,,,,,,0,0.5,100,1,3,,,,,,
24.9,44.1,0,16.8,0,1.3,0,9.6,3.3,0,,,,,,0,55,680,6,AC,400,183,,,,,,,0,2.3,80,7.36,3,,,,,,
24.9,44.1,0,16.8,0,1.3,0,9.6,3.3,0,,,,,,0,55,680,6,AC,600,200,,,,,,,0,0,0,0,3,,,,,,
24.9,44.1,0,16.8,0,1.3,0,9.6,3.3,0,,,580,60,AC,,,,,,0,266.4,254.9,216.9,304.8,326.1,336.6,,0,0,0,0,3,,,,,,
24.9,44.1,0,16.8,0,1.3,0,9.6,3.3,0,,,580,180,AC,,,,,,0,261.4,248.6,222.1,296.8,320.9,334.8,,0,0,0,0,3,,,,,,
24.9,44.1,0,16.8,0,1.3,0,9.6,3.3,0,,,580,180,AC,,,,,,200,265,,,,,,,0,0.6,100,1.2,3,,,,,,
24.9,44.1,0,16.8,0,1.3,0,9.6,3.3,0,,,580,180,AC,,,,,,400,275,,,,,,,0,2.5,74,7.4,3,,,,,,
24.9,44.1,0,16.8,0,1.3,0,9.6,3.3,0,,,580,180,AC,,,,,,600,285,,,,,,,0,0,0,-10,3,,,,,,
22.3,45.6,,22.1,,,,10,,,,,,,,,,,,,0,376.4,,,,,,,0,0,0,0,3,,,,,,
22.5,47.1,,22.7,,,,7.7,,,,,,,,,,,,,0,381.7,,,,,,,0,0,0,0,3,,,,,,
24.3,47.1,,20.7,,,,7.9,,,,,580,60,AC,,,,,,0,317.5,288,241.1,339.1,373.6,396.9,,0,0,0,0,3,,,,,,
24.3,47.1,,20.7,,,,7.9,,,,,580,120,AC,,,,,,0,303.7,271.2,222.4,324.8,355.3,383.6,,0,0,0,0,3,,,,,,
24.3,47.1,,20.7,,,,7.9,,,,,580,180,AC,,,,,,0,283.9,251.9,179.7,287,340,370,,0,0,0,0,3,,,,,,
24.3,47.1,,20.7,,,,7.9,,,,,580,240,AC,,,,,,0,281.9,248.5,220.3,271,329,360,,0,0,0,0,3,,,,,,
24.3,47.1,,20.7,,,,7.9,,,,,580,300,AC,,,,,,0,245.6,230.5,175.4,260,310,345,,0,0,0,0,3,,,,,,
24.3,47.1,,20.7,,,,7.9,,,,,,,,,,,,,0,330.7,305.6,262.8,,,,,0,0,0,0,3,,,,,,
24.3,47.1,,20.7,,,,7.9,,,,,580,180,AC,,,,,,200,283,,,,,,,0,0.7,100,1.4,3,,,,,,
24.3,47.1,,20.7,,,,7.9,,,,,580,180,AC,,,,,,400,292,,,,,,,0,2.3,86,8,3,,,,,,
24.3,47.1,,20.7,,,,7.9,,,,,580,180,AC,,,,,,500,313,,,,,,,0,2.6,73,9.5,3,,,,,,
24.3,47.1,,20.7,,,,7.9,,,,,580,180,AC,,,,,,600,325,,,,,,,0,0,0,-10,3,,,,,,
26,35,13,24,2,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,98.9,82.2,-1.2,117.7,152.2,149.5,,0,0,0,0,Tian,,,,,,
22.795,42.195,5.82,19.4,0,6.79,0,0,3,0,,,1000,60,WQ,,0,,,,0,315.8,295.7,228.3,383.7,410.7,442,,0,0,0,0,Tian,,,,,,
20,40,8,24,0,8,0,0,0,0,,,1000,60,WQ,,0,,,,0,443.3,431.7,412.3,509.5,528.4,540.2,,0,0,0,0,Tian,,,,,,
20,35,13,24,0,8,0,0,0,0,,,1000,60,WQ,,0,,,,0,354.8,341,313.2,409.6,434.9,450.9,,0,0,0,0,Tian,,,,,,
20,36,12,24,0,8,0,0,0,0,,,1000,60,WQ,,0,,,,0,370.6,351.9,323.6,423.4,443.3,471.3,,0,0,0,0,Tian,,,,,,
26.55,36.45,8.1,18.9,0,0,0,0,10,0,,,1000,60,WQ,,0,,,,0,110.6,94.6,61.7,148.1,167.2,182.3,,0,0,0,0,Tian,,,,,,
21,37,12,23,0,7,0,0,0,0,,,1000,60,WQ,,0,,,,0,341.4,315.3,279.7,352,371.8,395.6,,0,0,0,0,Tian,,,,,,
20,37,11,24,0,8,0,0,0,0,,,1000,60,WQ,,0,,,,0,385,366.3,335.2,434.8,454.7,474.6,,0,0,0,0,Tian,,,,,,
30.9,48.5,0,16.1,0,2.46,0,0,2.04,0,,,1000,60,WQ,,0,,,,0,257.8,251.9,242.1,298.4,306,309.5,,0,0,0,0,Tian,,,,,,
30.9,48.5,0,20,0,0.6,0,0,0,0,,,1000,60,WQ,,0,,,,0,316,309.8,297.3,349.8,357.6,360.6,,0,0,0,0,Tian,,,,,,
30.9,48.5,0,13.5,0,3.7,0,0,3.4,0,,,1000,60,WQ,,0,,,,0,228.2,216.4,197.6,271.8,286.6,292.2,,0,0,0,0,Tian,,,,,,
30.9,48.5,0,18.18,0,1.468,0,0,0.952,0,,,1000,60,WQ,,0,,,,0,289.2,279.5,259,322.7,332.1,341.4,,0,0,0,0,Tian,,,,,,
49.62,50.38,0,0,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,27.2,19.9,9.9,44.1,51,54.5,,0,0,0,0,Tian,,,,,,
50,30,20,0,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,77.9,71.8,66.3,81.2,87.8,89.7,,0,0,0,0,Tian,,,,,,
50,37.5,12.5,0,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,70.7,63.2,58.7,76.5,83.6,85.7,,0,0,0,0,Tian,,,,,,
50,35,15,0,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,74.1,67.8,64.2,79,84.7,86.7,,0,0,0,0,Tian,,,,,,
29.7,50.3,0,15,0,5,0,0,0,0,,,1000,60,WQ,,0,,,,0,149.3,144.7,136.2,172.1,176.7,178.2,,0,0,0,0,Pang,,,,,,
30,50,0,15,0,5,0,0,0,0,,,1000,60,WQ,,0,,,,0,223.3,216.5,200.7,243.2,252.9,256.1,,0,0,0,0,Pang,,,,,,
30,45,5,15,0,5,0,0,0,0,,,1000,60,WQ,,0,,,,0,149.9,144.3,128.1,175.3,188.3,194,,0,0,0,0,Pang,,,,,,
30,40,10,15,0,5,0,0,0,0,,,1000,60,WQ,,0,,,,0,75.4,64.4,47.1,94.9,113.4,119.9,,0,0,0,0,Pang,,,,,,
30.5,49.5,0,15,0,5,0,0,0,0,,,1000,60,WQ,,0,,,,0,292.1,284.4,274.8,318,324.9,328.8,,0,0,0,0,Pang,,,,,,
31,49,0,15,0,5,0,0,0,0,,,1000,60,WQ,,0,,,,0,287.6,279.8,268.9,320.1,328.8,331.8,,0,0,0,0,Pang,,,,,,
31.5,48.5,0,5,0,15,0,0,0,0,,,1000,60,WQ,,0,,,,0,265.6,257.7,246.3,295.1,305.5,309.6,,0,0,0,0,Pang,,,,,,
31.5,38.5,10,5,0,15,0,0,0,0,,,1000,60,WQ,,0,,,,0,90.5,86.4,75.3,127.3,139.6,145,,0,0,0,0,Pang,,,,,,
31.5,48.5,0,7.5,0,12.5,0,0,0,0,,,1000,60,WQ,,0,,,,0,272.1,265.3,254.7,302.4,311.5,315,,0,0,0,0,Pang,,,,,,
31.5,48.5,0,10,0,10,0,0,0,0,,,1000,60,WQ,,0,,,,0,278.2,271.7,262,309,317.5,320.8,,0,0,0,0,Pang,,,,,,
31.5,38.5,10,10,0,10,0,0,0,0,,,1000,60,WQ,,0,,,,0,117.8,113.7,99.9,153,164.4,169.4,,0,0,0,0,Pang,,,,,,
31.5,48.5,0,12.5,0,7.5,0,0,0,0,,,1000,60,WQ,,0,,,,0,283,276.5,267.3,315.1,322.7,325.6,,0,0,0,0,Pang,,,,,,
31.5,48.5,0,15,0,5,0,0,0,0,,,1000,60,WQ,,0,,,,0,288.7,282.3,270.3,320.2,327.9,331.2,,0,0,0,0,Pang,,,,,,
31.5,43.5,5,15,0,5,0,0,0,0,,,1000,60,WQ,,0,,,,0,215.1,209,198.7,246.7,256.5,260.8,,0,0,0,0,Pang,,,,,,
31.5,38.5,10,15,0,5,0,0,0,0,,,1000,60,WQ,,0,,,,0,138.9,131,110.7,169.4,184.6,191,,0,0,0,0,Pang,,,,,,
31.5,33.5,15,15,0,5,0,0,0,0,,,1000,60,WQ,,0,,,,0,75.9,67.9,57.9,101.7,114.6,118.7,,0,0,0,0,Pang,,,,,,
31.5,28.5,20,15,0,5,0,0,0,0,,,1000,60,WQ,,0,,,,0,-11.5,-18.2,-27.8,14.3,26,29.8,,0,0,0,0,Pang,,,,,,
31.5,48.5,0,20,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,302.6,289.1,268.6,316.4,338.9,345.3,,0,0,0,0,Pang,,,,,,
31.5,43.5,5,20,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,233.2,217.3,198,246.7,262.4,277.7,,0,0,0,0,Pang,,,,,,
31.5,38.5,10,20,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,164,147.5,128.4,178.7,196,207.3,,0,0,0,0,Pang,,,,,,
31.5,48.5,0,0,0,20,0,0,0,0,,,1000,60,WQ,,0,,,,0,255.3,247.2,235.5,285.5,295.9,300.9,,0,0,0,0,Pang,,,,,,
31.5,43.5,5,0,0,20,0,0,0,0,,,1000,60,WQ,,0,,,,0,164.3,140.9,83.2,158.1,193.6,214.3,,0,0,0,0,Pang,,,,,,
31.5,38.5,10,0,0,20,0,0,0,0,,,1000,60,WQ,,0,,,,0,63.6,52.7,18.9,80.1,97.2,103.2,,0,0,0,0,Pang,,,,,,
33,47,0,15,0,5,0,0,0,0,,,1000,60,WQ,,0,,,,0,291.8,283.9,271.5,325.2,334.2,337.3,,0,0,0,0,Pang,,,,,,
33,42,5,15,0,5,0,0,0,0,,,1000,60,WQ,,0,,,,0,218.3,212.9,205.6,250.3,257,259.9,,0,0,0,0,Pang,,,,,,
33,37,10,15,0,5,0,0,0,0,,,1000,60,WQ,,0,,,,0,146.9,135.9,113.1,173.4,184.3,189.4,,0,0,0,0,Pang,,,,,,
36,44,0,15,0,5,0,0,0,0,,,1000,60,WQ,,0,,,,0,302.7,294,280.8,334.5,343.6,347.1,,0,0,0,0,Pang,,,,,,
36,49,0,15,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,186.8,181,162.7,226.5,235.4,238.5,,0,0,0,0,Pang,,,,,,
36,44,5,15,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,126,119.6,111.9,166,177.8,182.3,,0,0,0,0,Pang,,,,,,
39,41,0,15,0,5,0,0,0,0,,,1000,60,WQ,,0,,,,0,321.5,314.1,301.8,351,359.3,362.9,,0,0,0,0,Pang,,,,,,
50,30,0,0,0,0,20,0,0,0,,,1000,60,WQ,,0,,,,0,124.78,122.1992,112.38,123.35,130.5351,132.7,,0,0,0,0,xue,,,,,,
50,25,0,0,0,0,25,0,0,0,,,1000,60,WQ,,0,,,,0,171.33,169.7417,157.96,174.86,182.9042,184.75,,0,0,0,0,xue,,,,,,
50,30,0.1,0,0,0,19.9,0,0,0,,,1000,60,WQ,,0,,,,0,120.03,117.5531,109.09,123.18,128.1428,130.71,,0,0,0,0,xue,,,,,,
50,28.1,2.9,0,0,0,19,0,0,0,,,1000,60,WQ,,0,,,,0,96.23,94.11515,90.12,100.19,105.0575,106.44,,0,0,0,0,xue,,,,,,
50,26.6,3.7,0,0,0,19.7,0,0,0,,,1000,60,WQ,,0,,,,0,94.92,92.22809,85.61,100.14,105.9063,109.2,,0,0,0,0,xue,,,,,,
50,26.4,0.5,0,0,0,23.1,0,0,0,,,1000,60,WQ,,0,,,,0,132.48,128.4874,118.84,135.54,142.8326,146.02,,0,0,0,0,xue,,,,,,
37.2,47.8,0,15,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,182,169.5,156.7,220,229.5,232.2,,0,0,0,0,xian,,,,,,
38.1,43.7,3.3,14.9,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,140.1,131.9,118.7,173.8,188.1,197.9,,0,0,0,0,xian,,,,,,
38,47,0,0,0,15,0,0,0,0,,,1000,60,WQ,,0,,,,0,132.8,123.6,103.2,170.9,180.5,184.6,,0,0,0,0,xian,,,,,,
41.8,47,0,11.2,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,109.6,106.7,99.6,160.7,170.8,173.6,,0,0,0,0,xian,,,,,,
43.1,47,0,9.9,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,94.6,89.4,81.2,143,155.6,159.1,,0,0,0,0,xian,,,,,,
33.6,47,0,4.5,0,14.9,0,0,0,0,,,1000,60,WQ,,0,,,,0,239.8,233,219.9,268.5,276.9,280.6,,0,0,0,0,xian,,,,,,
35.9,49.1,0,15,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,181,174.4,154.9,218.7,226.8,230.1,,0,0,0,0,xian,,,,,,
49.5,47,0,0,0,3.5,0,0,0,0,,,1000,60,WQ,,0,,,,0,46.5,36.9,22.7,63.2,89.2,94.2,,0,0,0,0,xian,,,,,,
40.9,47,0,0,0,12.1,0,0,0,0,,,1000,60,WQ,,0,,,,0,89.6,80.5,70.3,124.1,135.6,140.6,,0,0,0,0,xian,,,,,,
49.8,47,0,0,0,3.2,0,0,0,0,,,1000,60,WQ,,0,,,,0,43.4,32.9,17.1,57.9,81.8,91.7,,0,0,0,0,xian,,,,,,
30,47,0,8,0,15,0,0,0,0,,,1000,60,WQ,,0,,,,0,329.8,322.7,302.9,354.7,366.3,369.9,,0,0,0,0,xian,,,,,,
31.1,47,0,6.9,0,15,0,0,0,0,,,1000,60,WQ,,0,,,,0,301,292.8,273.6,326.1,337.7,341.4,,0,0,0,0,xian,,,,,,
36.6,48.4,0,15,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,174.5,169.2,160.2,215.5,222.8,225.7,,0,0,0,0,xian,,,,,,
50.7,47,0,2.3,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,58.6,51,39,62.9,93.5,97.2,,0,0,0,0,xian,,,,,,
29.5,47,0,8.5,0,15,0,0,0,0,,,1000,60,WQ,,0,,,,0,343.4,335.9,314.1,368.8,379.7,383.2,,0,0,0,0,xian,,,,,,
30.5,47,0,7.5,0,15,0,0,0,0,,,1000,60,WQ,,0,,,,0,316.8,309.4,292.3,342.8,354.4,357.9,,0,0,0,0,xian,,,,,,
52.3,47.7,0,0,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,54.8,48.7,40.3,67.9,81.3,84.5,,0,0,0,0,xian,,,,,,
30.9,47,0,7.5,0,14.6,0,0,0,0,,,1000,60,WQ,,0,,,,0,306.5,297.4,272.2,328.7,342.4,346.8,,0,0,0,0,xian,,,,,,
52.4,47,0,0,0,0.6,0,0,0,0,,,1000,60,WQ,,0,,,,0,52.2,45.1,37.1,64.5,78.3,83.1,,0,0,0,0,xian,,,,,,
52.4,47,0,0.6,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,52.4,40.4,30.8,63.4,80.3,89.1,,0,0,0,0,xian,,,,,,
25.7,47,0,12.4,0,14.9,0,0,0,0,,,1000,60,WQ,,0,,,,0,448.7,443.4,430.2,482.5,502.5,507.7,,0,0,0,0,xian,,,,,,
25.8,47,0,12.4,0,14.8,0,0,0,0,,,1000,60,WQ,,0,,,,0,449.4,445.1,433.7,470.1,503.8,509.5,,0,0,0,0,xian,,,,,,
31,47,0,12.4,0,9.6,0,0,0,0,,,1000,60,WQ,,0,,,,0,296.1,292.2,281.7,323.7,331.1,333.4,,0,0,0,0,xian,,,,,,
32.3,47,0,5.7,0,15,0,0,0,0,,,1000,60,WQ,,0,,,,0,265.7,259.3,240.1,293.1,303.1,306.3,,0,0,0,0,xian,,,,,,
25.8,47,0,12.3,0,14.9,0,0,0,0,,,1000,60,WQ,,0,,,,0,449.1,442.4,422.5,468.3,496.3,504.2,,0,0,0,0,xian,,,,,,
29.9,47,0,12.3,0,10.8,0,0,0,0,,,1000,60,WQ,,0,,,,0,342.5,333.2,306.1,364.7,377.9,382.3,,0,0,0,0,xian,,,,,,
36.4,47,0,12.3,0,4.3,0,0,0,0,,,1000,60,WQ,,0,,,,0,202.8,196.9,187.5,235.3,242.7,244.7,,0,0,0,0,xian,,,,,,
25.9,47,0,12.1,0,15,0,0,0,0,,,1000,60,WQ,,0,,,,0,443.8,437.8,423.8,471.7,493.2,498.7,,0,0,0,0,xian,,,,,,
32.4,47,0,12.1,0,8.5,0,0,0,0,,,1000,60,WQ,,0,,,,0,282.4,276.8,263.4,307.9,318.2,320.9,,0,0,0,0,xian,,,,,,
51.7,47,0,1.3,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,56,48.7,38.8,68.2,87.8,91.5,,0,0,0,0,xian,,,,,,
49.6,50.4,0,0,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,26.6,16.6,7.7,41.5,53.6,60.4,,0,0,0,0,Ding,,,,,,
48.7,51.3,0,0,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,-69.7,-79.7,-106,-79.3,-44.1,-13.9,,0,0,0,0,Ding,,,,,,
49.4,50.6,0,0,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,11.9,1.5,-7.7,21.4,32.7,41.3,,0,0,0,0,Ding,,,,,,
49.8,50.2,0,0,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,48.7,38.6,22.3,57.9,77.2,83.1,,0,0,0,0,Ding,,,,,,
48.8,51.2,0,0,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,-70,-90.4,-109.6,-65.6,-51.3,-35,,0,0,0,0,Ding,,,,,,
49.2,50.8,0,0,0,0,0,0,0,0,,,350,900,WQ,,0,,,,0,48.3,44.7,40.9,49.1,51.6,53.6,,0,0,0,0,Ding,,,,,,
49.4,50.6,0,0,0,0,0,0,0,0,,,350,900,WQ,,0,,,,0,47.7,3.2,-9.4,35.9,43.3,47.3,,0,0,0,0,Ding,,,,,,
49,51,0,0,0,0,0,0,0,0,,,350,900,WQ,,0,,,,0,41.6,36.9,32.1,40.3,43.4,46.1,,0,0,0,0,Ding,,,,,,
49.4,50.6,0,0,0,0,0,0,0,0,1000,88,,,,25,30,400,60,WQ,0,55.9,-27.1,-52.9,24.1,42.8,58.7,,0,0,0,0,Ding,,,,,,
49.6,50.4,0,0,0,0,0,0,0,0,1000,88,,,,25,30,450,60,WQ,0,59.6,0.2,-27.3,40.3,55.4,64.6,,0,0,0,0,Ding,,,,,,
49.4,50.6,0,0,0,0,0,0,0,0,1000,88,,,,25,30,450,60,WQ,0,38.3,-35.7,-58.5,26.7,42.5,47.2,,0,0,0,0,Ding,,,,,,
49.6,50.4,0,0,0,0,0,0,0,0,1000,88,,,,25,40,400,60,WQ,0,55.7,-24.4,-64,33.7,55.1,61,,0,0,0,0,Ding,,,,,,
49.6,50.4,0,0,0,0,0,0,0,0,1000,88,,,,25,40,350,60,WQ,0,63.8,-16.4,-61,29.2,48.8,67.2,,0,0,0,0,Ding,,,,,,
49.4,50.6,0,0,0,0,0,0,0,0,1000,88,,,,25,40,400,60,WQ,0,52.2,-41.5,-66.5,17.2,38,56.4,,0,0,0,0,Ding,,,,,,
49.4,50.6,0,0,0,0,0,0,0,0,1000,88,,,,25,50,400,60,WQ,0,53.3,-53,-76.3,16.2,38.7,58.7,,0,0,0,0,Ding,,,,,,
49.4,50.6,0,0,0,0,0,0,0,0,1000,88,,,,25,65,400,60,WQ,0,54.2,-58.5,-90,8.1,51.3,57.7,,0,0,0,0,Ding,,,,,,
49.6,50.4,0,0,0,0,0,0,0,0,1000,88,,,,25,50,400,60,WQ,0,55.7,-20.2,-62.4,42.1,57,57,,0,0,0,0,Ding,,,,,,
49.8,50.2,0,0,0,0,0,0,0,0,1000,88,,,,25,65,400,60,WQ,0,57.5,-7.3,-61.4,53.2,63.1,69.6,,0,0,0,0,Ding,,,,,,
49.8,50.2,0,0,0,0,0,0,0,0,1000,88,,,,25,50,400,15,WQ,0,58.2,-11.1,-54.7,47,60.8,67.5,,0,0,0,0,Ding,,,,,,
48,45,5,2,0,0,0,0,0,0,1000,88,,,,25,40,400,30,WQ,0,19.1,-4,-30,-11.2,21.5,44.5,,0,0,0,0,Dang,,,,,,
48,45,5,2,0,0,0,0,0,0,1000,88,,,,25,40,400,120,WQ,0,18.9,0.1,-21.6,0.8,27.6,45.5,,0,0,0,0,Dang,,,,,,
48,45,5,2,0,0,0,0,0,0,1000,88,,,,25,40,500,30,WQ,0,16.7,6.2,-8.7,17.6,37.7,48.1,,0,0,0,0,Dang,,,,,,
46,45,5,4,0,0,0,0,0,0,1000,88,,,,25,40,400,30,WQ,0,4.6,-33,-75.2,-42.9,-5.8,28.3,,0,0,0,0,Dang,,,,,,
46,45,5,4,0,0,0,0,0,0,1000,88,,,,25,40,400,120,WQ,0,-3.5,-26.2,-48.3,-28.2,3.7,27.7,,0,0,0,0,Dang,,,,,,
46,45,5,4,0,0,0,0,0,0,1000,88,,,,25,40,500,30,WQ,0,-9.4,-23.9,-42.8,-12.2,12,29.3,,0,0,0,0,Dang,,,,,,
49.2,40.8,10,0,0,0,0,0,0,0,1000,88,,,,25,40,400,30,WQ,0,6.1,-8.6,-19.9,-2.8,10,20.7,,0,0,0,0,Dang,,,,,,
50,45,5,0,0,0,0,0,0,0,1000,88,,,,25,40,400,30,WQ,0,28.7,15.4,1.4,23.3,40.4,51,,0,0,0,0,Dang,,,,,,
50,42.5,7.5,0,0,0,0,0,0,0,1000,88,,,,25,40,400,30,WQ,0,34.7,18.8,7.1,26.5,41.8,50.6,,0,0,0,0,Dang,,,,,,
50,40,10,0,0,0,0,0,0,0,1000,88,,,,25,40,400,30,WQ,0,42.7,23.7,10.6,28.6,44.8,55.8,,0,0,0,0,Dang,,,,,,
49.2,40.8,10,0,0,0,0,0,0,0,,,1000,60,WQ,,0,,,,0,-10.4,-15.6,-24.7,-15.6,-5.2,4.6,,0,0,0,0,Dang,,,,,,
49.2,40.8,10,0,0,0,0,0,0,0,,,500,600,WQ,,0,,,,0,-7.7,-15.3,-22.2,-6.3,2.4,7.5,,0,0,0,0,Dang,,,,,,
49.2,40.8,10,0,0,0,0,0,0,0,1000,88,,,,25,40,400,120,WQ,0,10.2,-1.6,-11.1,7.2,18.6,25.9,,0,0,0,0,Dang,,,,,,
49.2,40.8,10,0,0,0,0,0,0,0,1000,88,,,,25,40,500,10.2,WQ,0,24.9,18.7,12.2,32.3,41.9,44.9,,0,0,0,0,Dang,,,,,,
49.2,40.8,10,0,0,0,0,0,0,0,1000,88,,,,25,40,500,30,WQ,0,34.2,27.1,21.5,44.5,52.8,55.5,,0,0,0,0,Dang,,,,,,
49.2,40.8,10,0,0,0,0,0,0,0,1000,88,,,,25,40,1000,60,WQ,0,-14.7,-19.2,-23.6,-9.7,-4.2,-2,,0,0,0,0,Dang,,,,,,
50,40,10,0,0,0,0,0,0,0,1000,88,,,,25,40,250,30,WQ,0,100.2,26.5,-38.8,-2,40.4,92,,0,0,0,0,Dang,,,,,,
49.2,40.8,10,0,0,0,0,0,0,0,1000,88,,,,25,40,250,120,WQ,0,2.5,-15.6,-55.7,-41.3,1.2,10.5,,0,0,0,0,Dang,,,,,,
50,40,10,0,0,0,0,0,0,0,1000,88,,,,25,40,250,120,WQ,0,51.6,24.3,-5.7,-51,41.9,95.6,,0,0,0,0,Dang,,,,,,
49.2,44.8,6,0,0,0,0,0,0,0,1000,88,,,,25,40,400,30,WQ,0,-6.1,-28.2,-48.4,-22.7,-4.1,9.4,,0,0,0,0,Dang,,,,,,
49.2,44.8,6,0,0,0,0,0,0,0,1000,88,,,,25,40,500,30,WQ,0,25.3,17,8.7,33.5,45.8,49.8,,0,0,0,0,Dang,,,,,,
49.2,44.8,6,0,0,0,0,0,0,0,1000,88,,,,25,40,600,30,WQ,0,35,26.8,22.3,48.1,58.5,61.2,,0,0,0,0,Dang,,,,,,
49.2,44.8,6,0,0,0,0,0,0,0,1000,88,,,,25,40,700,30,WQ,0,28,18.8,14.7,40.3,49.6,52.7,,0,0,0,0,Dang,,,,,,
49.2,44.8,6,0,0,0,0,0,0,0,1000,88,,,,25,40,700,10.2,WQ,0,24.7,19.2,15.8,36.7,42.5,44.7,,0,0,0,0,Dang,,,,,,
49.2,44.8,6,0,0,0,0,0,0,0,1000,88,,,,25,40,700,120,WQ,0,29.8,22.9,19.3,41.9,49.1,51.8,,0,0,0,0,Dang,,,,,,
49.2,44.8,6,0,0,0,0,0,0,0,1000,88,,,,25,40,750,60,WQ,0,18.6,11.4,6.5,26.7,35.7,38.6,,0,0,0,0,Dang,,,,,,
49.2,44.8,6,0,0,0,0,0,0,0,1000,88,,,,25,40,800,30,WQ,0,7.2,-1.8,-6.2,14,22.9,26.5,,0,0,0,0,Dang,,,,,,
49.2,44.8,6,0,0,0,0,0,0,0,1000,88,,,,25,40,900,30,WQ,0,-13.4,-33,-42.9,-28,-13.6,0.9,,0,0,0,0,Dang,,,,,,
49.2,44.8,6,0,0,0,0,0,0,0,1000,88,,,,25,40,1000,60,WQ,0,-27.9,-35,-41.6,-27,-18.8,-13.5,,0,0,0,0,Dang,,,,,,
50,40,10,0,0,0,0,0,0,0,1000,88,,,,25,40,250,240,WQ,0,71.3,27.8,-12.4,-1.1,40.2,78.1,,0,0,0,0,Dang,,,,,,
50,40,10,0,0,0,0,0,0,0,1000,88,,,,25,40,1000,60,WQ,0,52.3,46.7,43.1,57.2,62,64,,0,0,0,0,Dang,,,,,,
